𤭢	〔亠瓦ww〕
瓮	〔公瓦gw〕
蓊	〔艹习cx〕
蕹	〔艹{隹右}cv〕
滃	〔氵习dx〕
鹟	〔公鸟gn〕
𬭩	〔钅习jx〕
我	〔{戈丿}㇀ga〕
握	〔扌土ft〕
窝	〔宀内bn〕
卧	〔臣卜ib〕
沃	〔氵夭dy〕
倭	〔亻女rn〕
龌	〔止土vt〕
蜗	〔虫内in〕
渥	〔氵土dt〕
斡	〔十斗ud〕
幄	〔巾土jt〕
挝	〔扌寸fc〕
莴	〔艹内cn〕
硪	〔石我uw〕
肟	〔⺼丂ok〕
偓	〔亻土rt〕
涴	〔氵㔾dv〕
踒	〔𧾷女zn〕
物	〔牜勿nw〕
五	〔一𫝀aw〕
武	〔戈止gv〕
务	〔夂力wl〕
屋	〔尸土ut〕
舞	〔𠂉㐄pf〕
吴	〔口天kt〕
午	〔𠂉十pu〕
误	〔讠天yt〕
雾	〔雨力yl〕
乌	〔丿一pa〕
悟	〔忄口xk〕
伍	〔亻五rw〕
呜	〔口乌kw〕
巫	〔工人gr〕
吾	〔五口wk〕
污	〔氵丂dk〕
捂	〔扌口fk〕
勿	〔勹丿bp〕
兀	〔一儿ae〕
侮	〔亻母rm〕
唔	〔口口kk〕
梧	〔木口mk〕
妩	〔女无nw〕
芜	〔艹无cw〕
诬	〔讠人yr〕
坞	〔土乌tw〕
毋	〔{𠃊𠃌一(母-丶丶)}丿mp〕
晤	〔日口ok〕
蜈	〔虫{𠃑大}it〕
邬	〔乌⻏we〕
鹉	〔戈鸟gn〕
戊	〔戈丿gp〕
忤	〔忄十xu〕
骛	〔矛马mm〕
鹜	〔矛鸟mn〕
仵	〔亻十ru〕
婺	〔矛女mn〕
钨	〔钅乌jw〕
杌	〔木兀mw〕
焐	〔火口hk〕
庑	〔广无gw〕
寤	〔宀口bk〕
鋈	〔氵金dj〕
痦	〔疒口bk〕
怃	〔忄无xw〕
牾	〔牜口nk〕
圬	〔土丂tk〕
浯	〔氵口dk〕
芴	〔艹勿cw〕
迕	〔辶十zu〕
鼯	〔臼口jk〕
旿	〔日十ou〕
靰	〔革兀gw〕
洿	〔氵丂dk〕
鹀	〔工鸟gn〕
郚	〔五⻏we〕
屼	〔山兀uw〕
珷	〔𤣩止wv〕
铻	〔钅口jk〕
峿	〔山口uk〕
珸	〔𤣩口wk〕
𣲘	〔氵无dw〕
西	〔一口ak〕
喜	〔士口tk〕
息	〔自心zx〕
细	〔纟田st〕
希	〔㐅巾xj〕
习	〔𠃌冫vd〕
吸	〔口及kj〕
戏	〔又戈yg〕
洗	〔氵儿de〕
惜	〔忄日xo〕
席	〔广巾gj〕
袭	〔龙衣ly〕
悉	〔釆心cx〕
嘻	〔口口kk〕
析	〔木斤mj〕
稀	〔禾巾hj〕
熙	〔𦣞灬ih〕
夕	〔丿丶pd〕
晰	〔日斤oj〕
溪	〔氵大dd〕
兮	〔八丂bk〕
牺	〔牜西nx〕
膝	〔⺼氺ou〕
媳	〔女心nx〕
隙	〔⻖日eo〕
昔	〔卄日co〕
锡	〔钅勿jw〕
嬉	〔女口nk〕
熄	〔火心hx〕
犀	〔尸牛un〕
曦	〔日丂ok〕
禧	〔礻口pk〕
皙	〔木白mb〕
玺	〔⺈玉dy〕
汐	〔氵夕dx〕
蜥	〔虫斤ij〕
奚	〔爫大vd〕
唏	〔口巾kj〕
羲	〔𦍌丂yk〕
淅	〔氵斤dj〕
徙	〔彳龰rz〕
熹	〔士灬th〕
蟋	〔虫心ix〕
翕	〔𠆢习rx〕
檄	〔木攵mw〕
僖	〔亻口rk〕
窸	〔宀心bx〕
铣	〔钅儿je〕
郗	〔㐅⻏xe〕
晞	〔日巾oj〕
烯	〔火巾hj〕
屃	〔尸贝ub〕
浠	〔氵巾dj〕
阋	〔门儿me〕
樨	〔木牛mn〕
傒	〔亻大rd〕
醯	〔酉皿ym〕
隰	〔⻖灬eh〕
螅	〔虫心ix〕
爔	〔火丂hk〕
屣	〔尸龰uz〕
硒	〔石西ux〕
釐	〔未里wl〕
葸	〔艹心cx〕
咥	〔口土kt〕
豨	〔豕巾uj〕
禊	〔礻大pd〕
饩	〔饣气uq〕
郤	〔谷⻏ge〕
觋	〔工见gj〕
穸	〔宀夕bx〕
嶲	〔山{凹-一}uk〕
舄	〔臼灬jh〕
舾	〔舟西vx〕
谿	〔爫谷vg〕
恓	〔忄西xx〕
蓰	〔艹龰cz〕
鼷	〔臼大jd〕
粞	〔米西mx〕
巇	〔山戈ug〕
憙	〔士心tx〕
绤	〔纟谷sg〕
菥	〔艹斤cj〕
枲	〔厶木sm〕
潟	〔氵灬dh〕
肸	〔⺼十ou〕
酅	〔山⻏ue〕
睎	〔目巾oj〕
觿	〔⺈口dk〕
嶍	〔山白ub〕
暿	〔日口ok〕
俙	〔亻巾rj〕
熻	〔火习hx〕
饻	〔饣衣uy〕
鳛	〔鱼白yb〕
𠅤	〔亠心wx〕
𫘬	〔马大md〕
𬭳	〔钅口jk〕
𬶮	〔鱼口yk〕
下	〔一卜ab〕
夏	〔𦣻夂bw〕
侠	〔亻夹rj〕
霞	〔雨又yy〕
瞎	〔目口ok〕
狭	〔犭夹qj〕
暇	〔日又oy〕
峡	〔山夹uj〕
虾	〔虫下ix〕
辖	〔车口ik〕
匣	〔匚甲kj〕
瑕	〔𤣩又wy〕
遐	〔辶又zy〕
黠	〔{里}口lk〕
呷	〔口甲kj〕
狎	〔犭甲qj〕
罅	〔缶乎fh〕
硖	〔石夹uj〕
柙	〔木甲mj〕
叚	〔尸又uy〕
翈	〔甲习jx〕
先	〔⺧儿ne〕
现	〔𤣩见wj〕
显	〔日业oy〕
线	〔纟戋sj〕
险	〔⻖佥eq〕
仙	〔亻山ru〕
咸	〔戊口wk〕
鲜	〔鱼羊yy〕
限	〔⻖艮eg〕
闲	〔门木mm〕
陷	〔⻖臼ej〕
县	〔且厶qs〕
献	〔十犬uq〕
贤	〔丨贝lb〕
嫌	〔女兼nj〕
羡	〔𦍌欠yq〕
弦	〔弓玄gx〕
掀	〔扌欠fq〕
宪	〔宀儿be〕
衔	〔彳钅rj〕
娴	〔女木nm〕
涎	〔氵正dv〕
馅	〔饣臼uj〕
舷	〔舟玄vx〕
腺	〔⺼水ou〕
暹	〔辶{隹右}zv〕
苋	〔艹见cj〕
冼	〔冫儿de〕
藓	〔艹羊cy〕
锨	〔钅欠jq〕
霰	〔雨攵yw〕
跹	〔𧾷千zq〕
忺	〔忄欠xq〕
痫	〔疒木bm〕
祆	〔礻天pt〕
岘	〔山见uj〕
酰	〔酉儿ye〕
跣	〔𧾷儿ze〕
燹	〔豕火uh〕
狝	〔犭小qx〕
蚬	〔虫见ij〕
猃	〔犭佥qq〕
籼	〔米山mu〕
鹇	〔门鸟mn〕
筅	〔竹儿ve〕
莶	〔艹佥cq〕
氙	〔气山qu〕
挦	〔扌寸fc〕
崄	〔山佥uq〕
缐	〔纟水su〕
孅	〔女韭nj〕
伭	〔亻玄rx〕
禒	〔礻𧰨pu〕
㬎	〔日灬oh〕
𪾢	〔目见oj〕
𫍯	〔讠口yk〕
𬀪	〔日见oj〕
𬸣	〔宀鸟bn〕
想	〔木心mx〕
向	〔丿口pk〕
相	〔木目mo〕
像	〔亻𧰨ru〕
象	〔{⺈丿口}𧰨du〕
响	〔口口kk〕
香	〔禾日ho〕
项	〔工页gy〕
乡	〔𠃋𠂈vp〕
享	〔亠子wz〕
翔	〔羊习yx〕
箱	〔竹目vo〕
祥	〔礻羊py〕
详	〔讠羊yy〕
湘	〔氵目do〕
厢	〔厂目io〕
襄	〔衣𠀎yf〕
镶	〔钅襄jx〕
橡	〔木𧰨mu〕
饷	〔饣口uk〕
骧	〔马襄mx〕
飨	〔乡艮xg〕
庠	〔广羊gy〕
缃	〔纟目so〕
芗	〔艹乡cx〕
鲞	〔龹鱼jy〕
瓖	〔𤣩襄wx〕
葙	〔艹目co〕
珦	〔𤣩口wk〕
𬙋	〔纟襄sx〕
小	〔亅八lb〕
笑	〔竹夭vy〕
消	〔氵⺝do〕
晓	〔日兀ow〕
萧	〔艹八cb〕
效	〔亠攵ww〕
销	〔钅⺝jo〕
肖	〔⺌⺝xo〕
啸	〔口八kb〕
孝	〔耂子lz〕
逍	〔辶⺝zo〕
潇	〔氵八db〕
削	〔⺌刂xd〕
嚣	〔口口kk〕
霄	〔雨⺝yo〕
宵	〔宀⺝bo〕
哮	〔口子kz〕
箫	〔竹八vb〕
筱	〔竹攵vw〕
枭	〔{鸟减一}木nm〕
硝	〔石⺝uo〕
骁	〔马兀mw〕
淆	〔氵月do〕
魈	〔鬼⺝go〕
绡	〔纟⺝so〕
哓	〔口兀kw〕
鸮	〔口鸟kn〕
崤	〔山月uo〕
枵	〔木丂mk〕
猇	〔犭几qj〕
洨	〔氵父df〕
翛	〔亻习rx〕
虓	〔九几jj〕
涍	〔氵子dz〕
蟏	〔虫八ib〕
敩	〔𰃮攵xw〕
滧	〔氵攵dw〕
皛	〔白白bb〕
𫍲	〔讠又yy〕
些	〔止二ve〕
血	〔丿皿pm〕
谢	〔讠寸yc〕
写	〔冖与by〕
邪	〔牙⻏ye〕
协	〔十办ub〕
鞋	〔革土gt〕
斜	〔𠆢斗rd〕
泄	〔氵世du〕
胁	〔⺼办ob〕
歇	〔曰欠oq〕
屑	〔尸⺝uo〕
械	〔木廾mc〕
携	〔扌乃fn〕
谐	〔讠白yb〕
卸	〔𦈢卩ve〕
挟	〔扌夹fj〕
泻	〔氵与dy〕
懈	〔忄牛xn〕
蝎	〔虫人ir〕
蟹	〔⺈虫di〕
亵	〔衣丸yw〕
邂	〔辶牛zn〕
偕	〔亻白rb〕
榭	〔木寸mc〕
燮	〔火又hy〕
楔	〔木大md〕
撷	〔扌页fy〕
瀣	〔氵韭dj〕
獬	〔犭牛qn〕
勰	〔力心lx〕
廨	〔广牛gn〕
缬	〔纟页sy〕
躞	〔𧾷又zy〕
绁	〔纟世su〕
渫	〔氵木dm〕
薤	〔艹韭cj〕
榍	〔木⺝mo〕
揳	〔扌大fd〕
澥	〔氵牛dn〕
薢	〔艹牛cn〕
叶	〔口十ku〕
㙦	〔𠆢土rt〕
偰	〔亻大rd〕
𤫉	〔𤣩又wy〕
𬹼	〔止介vj〕
新	〔立斤lj〕
心	〔丶丶dd〕
信	〔亻口rk〕
欣	〔斤欠jq〕
辛	〔立十lu〕
馨	〔士日to〕
薪	〔艹斤cj〕
歆	〔立欠lq〕
昕	〔日斤oj〕
衅	〔丿半pb〕
芯	〔艹心cx〕
鑫	〔金金jj〕
忻	〔忄斤xj〕
锌	〔钅辛jx〕
炘	〔火斤hj〕
囟	〔丿㐅px〕
伈	〔亻心rx〕
䜣	〔讠斤yj〕
𫷷	〔广欠gq〕
性	〔忄生xu〕
星	〔日生ou〕
形	〔开彡kp〕
兴	〔𭕄八xb〕
醒	〔酉生yu〕
幸	〔土干tg〕
型	〔开土kt〕
姓	〔女生nu〕
刑	〔开刂kd〕
腥	〔⺼生ou〕
杏	〔木口mk〕
猩	〔犭生qu〕
惺	〔忄生xu〕
邢	〔开⻏ke〕
悻	〔忄干xg〕
荥	〔艹水cu〕
擤	〔扌丌fw〕
陉	〔⻖𢀖ej〕
荇	〔艹丁cd〕
饧	〔饣丿up〕
骍	〔马辛mx〕
硎	〔石刂ud〕
钘	〔钅开jk〕
瑆	〔𤣩生wu〕
婞	〔女干ng〕
铏	〔钅刂jd〕
煋	〔火生hu〕
𫰛	〔女𢀖nj〕
兄	〔口儿ke〕
胸	〔⺼凶ox〕
雄	〔𠂇{隹右}uv〕
凶	〔凵㐅kx〕
熊	〔厶灬sh〕
汹	〔氵凶dx〕
匈	〔勹凶bx〕
芎	〔艹弓cg〕
讻	〔讠凶yx〕
夐	〔⺈攵dw〕
诇	〔讠口yk〕
修	〔亻彡rp〕
秀	〔禾乃hn〕
休	〔亻木rm〕
羞	〔⺶丑yi〕
袖	〔衤由py〕
绣	〔纟乃sn〕
嗅	〔口犬kq〕
朽	〔木丂mk〕
锈	〔钅乃jn〕
咻	〔口木km〕
岫	〔山由uy〕
貅	〔豸木vm〕
馐	〔饣丑ui〕
庥	〔广木gm〕
脩	〔亻⺝ro〕
溴	〔氵犬dq〕
琇	〔𤣩乃wn〕
髹	〔E木em〕
鸺	〔亻鸟rn〕
珛	〔𤣩月wo〕
滫	〔氵⺝do〕
䗛	〔虫⺝io〕
许	〔讠十yu〕
续	〔纟⺀sd〕
需	〔雨而ye〕
须	〔彡页py〕
虚	〔虍业hy〕
徐	〔彳朩rm〕
绪	〔纟日so〕
序	〔广予gy〕
旭	〔九日jo〕
叙	〔𠆢又ry〕
吁	〔口于ky〕
蓄	〔艹田ct〕
絮	〔女糸nx〕
婿	〔女⺝no〕
恤	〔忄皿xm〕
栩	〔木习mx〕
墟	〔土业ty〕
诩	〔讠习yx〕
煦	〔日灬oh〕
胥	〔疋⺝zo〕
酗	〔酉凶yx〕
顼	〔𤣩页wy〕
勖	〔⺜力ol〕
蓿	〔艹百cb〕
盱	〔目于oy〕
魆	〔鬼𠄌gl〕
洫	〔氵皿dm〕
溆	〔氵又dy〕
糈	〔米⺝mo〕
谞	〔讠⺝yo〕
媭	〔彡女pn〕
昫	〔日句oj〕
醑	〔酉⺝yo〕
珝	〔𤣩习wx〕
旴	〔日于oy〕
湑	〔氵⺝do〕
垿	〔土予ty〕
㳚	〔氵丶dd〕
冔	〔⺜于oy〕
𦈡	〔纟而se〕
𬣙	〔讠于yy〕
选	〔⻌儿ze〕
玄	〔亠幺wy〕
宣	〔宀旦bd〕
旋	〔方疋fz〕
轩	〔车干ig〕
悬	〔且心qx〕
喧	〔口旦kd〕
璇	〔𤣩疋wz〕
眩	〔目玄ox〕
炫	〔火玄hx〕
萱	〔艹旦cd〕
漩	〔氵疋dz〕
绚	〔纟日so〕
暄	〔日旦od〕
渲	〔氵旦dd〕
煊	〔火旦hd〕
泫	〔氵玄dx〕
铉	〔钅玄jx〕
瑄	〔𤣩旦wd〕
烜	〔火旦hd〕
癣	〔疒羊by〕
禤	〔礻习px〕
谖	〔讠又yy〕
儇	〔亻𧘇ry〕
玹	〔𤣩玄wx〕
楦	〔木旦md〕
碹	〔石旦ud〕
晅	〔日旦od〕
衒	〔彳玄rx〕
翾	〔⺫习sx〕
痃	〔疒玄bx〕
昡	〔日玄ox〕
咺	〔口旦kd〕
暶	〔日疋oz〕
愃	〔忄旦xd〕
琄	〔𤣩⺝wo〕
𫍽	〔讠𧘇yy〕
𫓶	〔钅⺝jo〕
𫠊	〔马玄mx〕
学	〔𰃮子xz〕
雪	〔雨彐ye〕
穴	〔宀八bb〕
薛	〔艹辛cx〕
靴	〔革𠤎gb〕
谑	〔讠𰀂ye〕
噱	〔口豕ku〕
踅	〔扌足fz〕
鳕	〔鱼彐ye〕
茓	〔艹八cb〕
峃	〔𰃮山xu〕
寻	〔彐寸ec〕
训	〔讠川yi〕
迅	〔辶十zu〕
巡	〔辶巛zv〕
讯	〔讠十yu〕
询	〔讠日yo〕
逊	〔⻌小zx〕
循	〔彳目ro〕
勋	〔口力kl〕
熏	〔千灬qh〕
旬	〔勹日bo〕
驯	〔马川mi〕
荀	〔艹日co〕
薰	〔艹灬ch〕
殉	〔歹日do〕
醺	〔酉灬yh〕
洵	〔氵日do〕
峋	〔山日uo〕
巽	〔巳共sg〕
珣	〔𤣩日wo〕
汛	〔氵十du〕
徇	〔彳日ro〕
浔	〔氵寸dc〕
埙	〔土贝tb〕
恂	〔忄日xo〕
蕈	〔艹十cu〕
鲟	〔鱼寸yc〕
曛	〔日灬oh〕
獯	〔犭灬qh〕
噀	〔口共kg〕
栒	〔木日mo〕
𫄸	〔纟灬sh〕
𬊈	〔火寸hc〕
𬍤	〔𤣩寸wc〕
𬘓	〔纟川si〕
𬩽	〔彐阝ee〕
呀	〔口牙ky〕
亚	〔一业ay〕
压	〔厂丶id〕
雅	〔牙{隹右}yv〕
牙	〔𡕒丿gp〕
丫	〔丷丨bl〕
讶	〔讠牙yy〕
涯	〔氵土dt〕
哑	〔口业ky〕
崖	〔山土ut〕
娅	〔女业ny〕
押	〔扌甲fj〕
鸭	〔甲鸟jn〕
鸦	〔牙鸟yn〕
衙	〔彳口rk〕
芽	〔艹牙cy〕
伢	〔亻牙ry〕
琊	〔𤣩⻏we〕
桠	〔木业my〕
睚	〔目土ot〕
垭	〔土业ty〕
岈	〔山牙uy〕
迓	〔辶牙zy〕
蚜	〔虫牙iy〕
玡	〔𤣩牙wy〕
揠	〔扌女fn〕
猰	〔犭大qd〕
氩	〔气业qy〕
砑	〔石牙uy〕
堐	〔土土tt〕
眼	〔目艮og〕
言	〔亠口wk〕
严	〔一厂ai〕
烟	〔火因hy〕
演	〔氵八db〕
验	〔马佥mq〕
研	〔石开uk〕
燕	〔廿灬ch〕
颜	〔亠页wy〕
掩	〔扌电fd〕
延	〔廴正zv〕
厌	〔厂犬iq〕
艳	〔丰巴fb〕
炎	〔火火hh〕
沿	〔氵口dk〕
焰	〔火臼hj〕
岩	〔山石uu〕
淹	〔氵电dd〕
咽	〔口因ky〕
宴	〔宀女bn〕
嫣	〔女灬nh〕
妍	〔女开nk〕
彦	〔亠彡wp〕
雁	〔厂{隹右}iv〕
阎	〔门臼mj〕
盐	〔土皿tm〕
焉	〔正灬vh〕
衍	〔彳氵rd〕
檐	〔木口mk〕
奄	〔大电dd〕
砚	〔石见uj〕
焱	〔火火hh〕
俨	〔亻严ry〕
晏	〔日女on〕
胭	〔⺼因oy〕
蜒	〔虫正iv〕
魇	〔厂鬼ig〕
阉	〔门电md〕
湮	〔氵土dt〕
琰	〔𤣩火wh〕
筵	〔竹正vv〕
偃	〔亻女rn〕
闫	〔门三ms〕
阏	〔门⺀md〕
恹	〔忄犬xq〕
谚	〔讠彡yp〕
兖	〔六允ly〕
堰	〔土女tn〕
鄢	〔正⻏ve〕
滟	〔氵巴db〕
赝	〔厂贝ib〕
唁	〔口口kk〕
鼹	〔臼女jn〕
芫	〔艹元cy〕
郾	〔匚⻏ke〕
酽	〔酉严yy〕
餍	〔厂艮ig〕
厣	〔厂甲ij〕
谳	〔讠犬yq〕
崦	〔山电ud〕
弇	〔𠆢廾rc〕
黡	〔厂灬ih〕
罨	〔罒电sd〕
渰	〔氵廾dc〕
掞	〔扌火fh〕
嬿	〔女灬nh〕
棪	〔木火mh〕
扊	〔户火hh〕
沇	〔氵允dy〕
甗	〔虍瓦hw〕
殷	〔㐆殳pu〕
䶮	〔龙天lt〕
墕	〔土灬th〕
戭	〔宀戈bg〕
漹	〔氵灬dh〕
虤	〔虍几hj〕
蝘	〔虫女in〕
觃	〔见子jz〕
𪩘	〔山犬uq〕
𫄧	〔纟正sv〕
𬙂	〔纟八sb〕
𬸘	〔匚鸟kn〕
样	〔木羊my〕
阳	〔⻖日eo〕
杨	〔木丿mp〕
扬	〔扌丿fp〕
养	〔⺶{⿰丿丨}yl〕
洋	〔氵羊dy〕
仰	〔亻卩re〕
央	〔{囗-一}人kr〕
羊	〔丷𰀁bf〕
痒	〔疒羊by〕
漾	〔氵永dy〕
氧	〔气羊qy〕
恙	〔𦍌心yx〕
佯	〔亻羊ry〕
鸯	〔央鸟yn〕
殃	〔歹央dy〕
怏	〔忄央xy〕
秧	〔禾央hy〕
炀	〔火丿hp〕
泱	〔氵央dy〕
鞅	〔革央gy〕
徉	〔彳羊ry〕
烊	〔火羊hy〕
疡	〔疒丿bp〕
旸	〔日丿op〕
飏	〔风丿fp〕
羕	〔𦍌永yy〕
蛘	〔虫羊iy〕
垟	〔土羊ty〕
玚	〔𤣩丿wp〕
咉	〔口央ky〕
钖	〔钅丿jp〕
要	〔覀女xn〕
摇	〔扌缶ff〕
药	〔艹勺cu〕
妖	〔女夭ny〕
腰	〔⺼女on〕
咬	〔口父kf〕
遥	〔辶缶zf〕
耀	〔⺌{隹右}xv〕
瑶	〔𤣩缶wf〕
姚	〔女兆nv〕
邀	〔辶攵zw〕
钥	〔钅月jo〕
夭	〔丿大pd〕
谣	〔讠缶yf〕
幺	〔𠃋厶vs〕
窑	〔宀缶bf〕
尧	〔𫠠兀yw〕
吆	〔口幺ky〕
肴	〔㐅月xo〕
约	〔纟勺su〕
曜	〔日{隹右}ov〕
窈	〔宀力bl〕
杳	〔木日mo〕
舀	〔爫臼vj〕
爻	〔乂乂xx〕
鹞	〔爫鸟vn〕
徭	〔彳缶rf〕
轺	〔车口ik〕
鳐	〔鱼缶yf〕
崾	〔山女un〕
窅	〔宀目bo〕
峣	〔山兀uw〕
垚	〔土土tt〕
珧	〔𤣩兆wv〕
靿	〔革力gl〕
猺	〔犭缶qf〕
媱	〔女缶nf〕
㙘	〔土女tn〕
也	〔𠃌乚vv〕
业	〔〢一la〕
夜	〔亠{夜右下}ww〕
爷	〔父𰆊fe〕
野	〔里予ly〕
液	〔氵{夜右下}dw〕
耶	〔耳⻏ee〕
页	〔丆贝ab〕
曳	〔由丿yp〕
冶	〔冫口dk〕
烨	〔火十hu〕
噎	〔口䒑kb〕
腋	〔⺼{夜右下}ow〕
靥	〔厂面im〕
椰	〔木⻏me〕
掖	〔扌{夜右下}fw〕
晔	〔日十ou〕
邺	〔业⻏ye〕
谒	〔讠人yr〕
揶	〔扌⻏fe〕
铘	〔钅⻏je〕
倻	〔亻⻏re〕
馌	〔饣皿um〕
一	〔一一aa〕
以	〔𠄌人lr〕
已	〔コ乚kv〕
意	〔立心lx〕
衣	〔亠𧘇wy〕
亿	〔亻乙rv〕
易	〔日勿ow〕
依	〔亻衣ry〕
义	〔丶乂dx〕
异	〔己廾jc〕
疑	〔匕疋bz〕
议	〔讠义yy〕
医	〔匚矢ku〕
伊	〔亻尹ry〕
移	〔禾夕hx〕
忆	〔忄乙xv〕
艺	〔艹乙cv〕
亦	〔亠{亦下}wb〕
翼	〔习共xg〕
遗	〔⻌贝zb〕
益	〔丷皿bm〕
宜	〔宀且bq〕
椅	〔木可mk〕
仪	〔亻义ry〕
逸	〔辶兔zt〕
姨	〔女夷ny〕
怡	〔忄口xk〕
抑	〔扌卩fe〕
毅	〔立殳lu〕
役	〔彳殳ru〕
译	〔讠𰀁yf〕
夷	〔一人ar〕
溢	〔氵皿dm〕
咦	〔口夷ky〕
倚	〔亻可rk〕
矣	〔厶矢su〕
谊	〔讠且yq〕
乙	〔乙乙vv〕
蚁	〔虫义iy〕
奕	〔亠大wd〕
漪	〔氵可dk〕
疫	〔疒殳bu〕
绎	〔纟𰀁sf〕
裔	〔衣口yk〕
揖	〔扌耳fe〕
颐	〔𦣞页iy〕
驿	〔马𰀁mf〕
弈	〔亠廾wc〕
懿	〔士心tx〕
邑	〔口巴kb〕
熠	〔火白hb〕
屹	〔山乙uv〕
沂	〔氵斤dj〕
羿	〔习廾xc〕
诣	〔讠日yo〕
翌	〔习立xl〕
轶	〔车夫if〕
呓	〔口乙kv〕
翊	〔立习lx〕
蜴	〔虫勿iw〕
弋	〔𫠠丶yd〕
咿	〔口尹ky〕
旖	〔方可fk〕
祎	〔礻韦pw〕
臆	〔⺼心ox〕
彝	〔彑廾hc〕
贻	〔贝口bk〕
噫	〔口心kx〕
佚	〔亻夫rf〕
迤	〔辶也zy〕
壹	〔士䒑tb〕
缢	〔纟皿sm〕
翳	〔匚习kx〕
胰	〔⺼夷oy〕
痍	〔疒夷by〕
薏	〔艹心cx〕
嶷	〔山疋uz〕
饴	〔饣口uk〕
苡	〔艹人cr〕
悒	〔忄巴xb〕
猗	〔犭可qk〕
诒	〔讠口yk〕
黟	〔{里}夕lx〕
峄	〔山𰀁uf〕
镱	〔钅心jx〕
怿	〔忄𰀁xf〕
眙	〔目口ok〕
肄	〔匕聿by〕
铱	〔钅衣jy〕
挹	〔扌巴fb〕
乂	〔丿乀pn〕
刈	〔㐅刂xd〕
癔	〔疒心bx〕
镒	〔钅皿jm〕
埸	〔土勿tw〕
佾	〔亻⺝ro〕
圯	〔土巳ts〕
瘗	〔疒土bt〕
燚	〔火火hh〕
劓	〔自刂zd〕
殪	〔歹䒑db〕
浥	〔氵巴db〕
扆	〔户衣hy〕
廙	〔广共gg〕
簃	〔竹夕vx〕
嫕	〔女心nx〕
舣	〔舟义vy〕
杙	〔木弋my〕
钇	〔钅乙jv〕
鹢	〔丷鸟bn〕
宧	〔宀𦣞bi〕
洢	〔氵尹dy〕
酏	〔酉也yy〕
繄	〔匚糸kx〕
裛	〔衣巴yb〕
椸	〔木也my〕
踦	〔𧾷可zk〕
扅	〔户夕hx〕
佁	〔亻口rk〕
勚	〔世力ul〕
匜	〔匚也ky〕
鹝	〔鬲鸟gn〕
㑊	〔亻{亦下}rb〕
枍	〔木丂mk〕
潩	〔氵共dg〕
螠	〔虫皿im〕
𫄷	〔纟心sx〕
𫖮	〔山页uy〕
𬟁	〔艹鸟cn〕
𬬩	〔钅弋jy〕
𬺈	〔止可vk〕
因	〔囗大kd〕
音	〔立日lo〕
引	〔弓丨gl〕
隐	〔⻖心ex〕
银	〔钅艮jg〕
阴	〔⻖月eo〕
印	〔𠀉卩pe〕
吟	〔口㇇kv〕
饮	〔饣欠uq〕
淫	〔氵士dt〕
姻	〔女因ny〕
尹	〔⺕丿ep〕
茵	〔艹因cy〕
瘾	〔疒心bx〕
胤	〔儿⺝eo〕
荫	〔艹月co〕
寅	〔宀八bb〕
垠	〔土艮tg〕
氤	〔气因qy〕
蚓	〔虫丨il〕
喑	〔口日ko〕
洇	〔氵因dy〕
龈	〔止艮vg〕
鄞	〔廿⻏ce〕
夤	〔夕八xb〕
窨	〔宀日bo〕
霪	〔雨士yt〕
狺	〔犭口qk〕
愔	〔忄日xo〕
堙	〔土土tt〕
訚	〔门口mk〕
吲	〔口丨kl〕
铟	〔钅因jy〕
嚚	〔口口kk〕
禋	〔礻土pt〕
骃	〔马因my〕
慭	〔来心lx〕
硍	〔石艮ug〕
珢	〔𤣩艮wg〕
茚	〔艹卩ce〕
蟫	〔虫十iu〕
龂	〔止斤vj〕
崟	〔山金uj〕
溵	〔氵殳du〕
歅	〔覀欠xq〕
䲟	〔鱼卩ye〕
𬘡	〔纟因sy〕
𬤇	〔讠土yt〕
𬮱	〔门土mt〕
应	〔广一ga〕
影	〔日彡op〕
英	〔艹央cy〕
营	〔艹口ck〕
迎	〔辶卩ze〕
硬	〔石更ug〕
鹰	〔广鸟gn〕
赢	〔亡贝wb〕
映	〔日央oy〕
莹	〔艹玉cy〕
盈	〔乃皿nm〕
婴	〔贝女bn〕
樱	〔木女mn〕
颖	〔匕页by〕
莺	〔艹鸟cn〕
蝇	〔虫电id〕
嬴	〔亡女wn〕
萤	〔艹虫ci〕
荧	〔艹火ch〕
萦	〔艹糸cx〕
瑛	〔𤣩央wy〕
缨	〔纟女sn〕
瀛	〔氵女dn〕
嘤	〔口女kn〕
膺	〔广⺝go〕
滢	〔氵玉dy〕
鹦	〔贝鸟bn〕
罂	〔贝缶bf〕
璎	〔𤣩女wn〕
郢	〔口⻏ke〕
颍	〔匕页by〕
茔	〔艹土ct〕
楹	〔木皿mm〕
撄	〔扌女fn〕
潆	〔氵糸dx〕
媵	〔月女on〕
瘿	〔疒女bn〕
锳	〔钅央jy〕
蓥	〔艹金cj〕
溁	〔氵木dm〕
媖	〔女央ny〕
䓨	〔艹缶cf〕
用	〔冂𰀁kf〕
永	〔丶水du〕
拥	〔扌用fy〕
勇	〔龴力sl〕
佣	〔亻用ry〕
庸	〔广月go〕
泳	〔氵永dy〕
雍	〔亠{隹右}wv〕
咏	〔口永ky〕
甬	〔龴用sy〕
慵	〔忄月xo〕
俑	〔亻用ry〕
恿	〔龴心sx〕
臃	〔⺼{隹右}ov〕
蛹	〔虫用iy〕
邕	〔巛巴vb〕
踊	〔𧾷用zy〕
墉	〔土月to〕
