𠼞	al;hy
𦨴	tj;vt
𧇌	tj;ht
𧊚	tj;it
𧋚	tj;ri
𧌝	tj;ii
𧚔	tj;yy
𨚯	tj;te
𨜳	tj;ge
𨝯	tj;te
𨠌	tj;yd
𩍅	tj;gt
𩩅	tj;gt
𩻡	tj;yt
𪀭	tj;tn
𫍣	tj;yt
㠉	tj;ut
㠽	tj;jd
㣠	tj;xd
㤏	tj;xd
㮔	tj;mv
㸗	tj;ft
㼧	tj;wy
㼿	tj;wt
䂈	tj;mi
䆚	tj;xt
䴀	tj;nt
䶱	tj;dg
仝	tj;rg
佟	tj;rd
哃	tj;kt
峂	tj;ud
峝	tj;ut
庝	tj;gd
彤	tj;pd
晍	tj;ot
曈	tj;ot
桐	tj;mt
氃	tj;mt
浵	tj;dt
潼	tj;dt
犝	tj;nt
獞	tj;qt
眮	tj;ot
瞳	tj;ot
砼	tj;ug
秱	tj;ht
童	tj;ll
粡	tj;mt
膧	tj;ot
茼	tj;ct
蚒	tj;id
詷	tj;yt
赨	tj;ii
酮	tj;yt
鉖	tj;jd
鉵	tj;ji
銅	tj;jt
铜	tj;jt
餇	tj;ut
鮦	tj;yt
鲖	tj;yt
𤹯	ty;by
𥦁	ty;xy
恸	ty;xd
慟	ty;xd
憅	ty;xd
痛	ty;by
衕	ty;xt
𢳟	tn;ft
𨈹	tn;ut
𪌢	tn;mt
𪟍	tn;ld
㛚	tn;ny
䆹	tn;xt
捅	tn;fy
桶	tn;my
筒	tn;vt
筩	tn;vy
統	tn;si
綂	tn;sx
统	tn;si
𡠙	tk;nt
𢄟	tk;jt
𣌾	tk;ud
𣻢	tk;dt
𥲆	tk;vt
𧳿	tk;vg
𨀜	tk;zt
嗵	tk;kt
樋	tk;mt
炵	tk;hd
蓪	tk;ct
通	tk;zy
朣	tj;ot
朣	ib;ot
橦	tj;mt
橦	ib;mt
勭	tj;lt
勭	dy;lt
峒	tj;ut
峒	dy;ut
烔	tj;ht
烔	dy;ht
燑	tj;ht
燑	dy;ht
狪	tj;qt
狪	dy;qt
𧋒	tj;ii
𧋒	ut;ii
𢓘	tj;xd
𢓘	tq;xd
同	tj;kk
同	ty;kk
㣚	tj;xt
㣚	tn;xt
𧳆	tk;vt
𧳆	tj;vt
痌	tk;bt
痌	tj;bt
絧	tk;st
絧	tj;st
絧	dy;st
䮵	tj;mt
䮵	yn;mt
㪌	tn;wy
㪌	yl;wy
㪌	ym;wy
䳋	tj;ni
䳋	vy;ni
穜	tj;ht
穜	vn;ht
僮	tj;rt
僮	ve;rt
𡷠	ta;ut
𨯲	ta;jt
𨷩	ta;mt
𪁞	ta;dn
𪉘	ta;bu
𪎨	ta;ym
㓱	ta;dy
㢏	ta;yy
䵉	ta;my
亠	ta;wf
投	ta;fu
頭	ta;yd
骰	ta;gu
𣛾	tr;vs
𨔙	tr;zu
㕻	tr;df
㖣	tr;kp
䞬	tr;zx
䟝	tr;zu
透	tr;zx
𩜶	tz;uy
𩿢	tz;vn
𪌘	tz;mv
㪗	tz;wp
䚵	tz;yd
䱏	tz;yd
妵	tz;nv
敨	tz;wp
紏	tz;sd
蘣	tz;cv
黈	tz;hv
𡇧	tx;kd
𨱎	tx;jy
偷	tx;ry
偸	tx;ry
鍮	tx;jy
𣪌	ta;ud
𣪌	df;ud
㡏	ta;jy
㡏	ua;jy
斢	tz;hd
斢	tl;hd
头	ta;dd
头	tx;dd
㰯	tr;qd
㰯	tz;qd
㰯	hr;qd
鋀	tx;jd
鋀	th;jd
鋀	dr;jd
緰	tx;sy
緰	xa;sy
緰	ua;sy
𧺢	tr;zu
𧺢	yt;zu
婾	tx;ny
婾	yl;ny
媮	tx;ny
媮	yl;ny
汢	ta;dt
𠫮	tl;js
𠻬	tl;kt
𡇩	tl;kv
𡺴	tl;uk
𢝀	tl;xt
𣈥	tl;oy
𣥳	tl;vy
𤙛	tl;ny
𤟪	tl;qx
𥂋	tl;tm
𥧣	tl;xi
𦔅	tl;lt
𦝬	tl;ot
𧛗	tl;yt
𧧶	tl;yy
𨑒	tl;zt
𨝛	tl;te
𨨷	tl;jt
𨴩	tl;my
𩥽	tl;mt
𪑏	tl;hy
㭸	tl;mt
㻌	tl;wy
㻠	tl;wt
㻬	tl;wy
㻯	tl;wh
䅷	tl;ht
䖘	tl;ht
䠈	tl;zl
䣄	tl;ey
䣝	tl;et
䤅	tl;yy
䳜	tl;ny
凃	tl;dy
図	tl;ky
图	tl;kd
圖	tl;kt
圗	tl;kh
塗	tl;tt
屠	tl;uv
峹	tl;uy
嵞	tl;yu
庩	tl;gy
廜	tl;gt
徒	tl;xz
悇	tl;xy
揬	tl;ft
涂	tl;dy
瘏	tl;bv
筡	tl;vy
腯	tl;od
荼	tl;cy
蒤	tl;ct
跿	tl;zz
途	tl;zy
酴	tl;yy
鈯	tl;ji
鍎	tl;jd
馟	tl;xf
駼	tl;my
鵌	tl;ny
鶟	tl;nt
鷋	tl;ny
鷵	tl;nt
𩣮	th;mt
𩸃	th;yt
𫟏	th;ct
兎	th;pd
兔	th;dd
堍	th;tt
迌	th;zo
鵵	th;nt
𨙭	tm;te
㐋	tm;;
土	tm;aa
圡	tm;td
釷	tm;jt
钍	tm;jt
𠊲	ta;ry
𠞀	ta;xd
𠟶	ta;kd
𠫓	ta;sw
𠳶	ta;kt
𠸂	ta;kt
𢬳	ta;ft
𣅝	ta;oy
𣒇	ta;mt
𣲱	ta;uh
𤷿	ta;bt
𥨜	ta;jt
𥯝	ta;vt
𦩤	ta;vt
𧳌	ta;vt
㟮	ta;ut
凸	ta;aa
堗	ta;tt
嶀	ta;uy
捸	ta;fl
涋	ta;dt
湥	ta;dt
痜	ta;bt
禿	ta;he
秃	ta;hj
突	ta;bq
葖	ta;ct
鋵	ta;jt
鵚	ta;nt
鼵	ta;ut
𥥛	ta;xd
𥥛	bu;xd
梌	tl;my
梌	iu;my
𣔻	tl;mt
𣔻	ip;mt
怢	ta;xu
怢	ds;xu
宊	ta;bq
宊	jd;bq
稌	tl;hy
稌	um;hy
瑹	tl;wy
瑹	ua;wy
捈	tl;fy
捈	ua;fy
捈	iu;fy
莵	th;cd
莵	tl;cd
菟	th;ct
菟	tl;ct
吐	tm;kt
吐	th;kt
唋	tm;ky
唋	th;ky
𡸂	ta;uy
𡸂	tl;uy
潳	tl;dt
潳	vl;dt
𡁴	to;kt
𣶣	to;dv
𧐕	to;iv
𧓘	to;it
𧽢	to;zv
𨪒	to;jh
𩃘	to;ys
𩘯	to;fv
𩜵	to;ud
𩠹	to;ud
𪈋	to;nw
㩛	to;ft
䊜	to;mv
团	to;kc
団	to;kc
團	to;kv
慱	to;xv
抟	to;fv
摶	to;fv
檲	to;mt
糰	to;mt
鏄	to;jv
鷒	to;nv
鷻	to;nd
𧳩	tc;vt
彖	tc;vd
褖	tc;yu
𢣎	ts;xy
䜝	ts;yj
䵯	ts;hv
畽	ts;tv
疃	ts;tt
𧰄	td;xq
𪏖	td;he
䝎	td;ud
䵎	td;hd
圕	td;ku
湍	td;de
煓	td;he
墥	ts;tt
墥	dn;tt
湪	tc;du
湪	ns;du
槫	to;mv
槫	uc;mv
槫	qo;mv
猯	td;qe
猯	tc;qe
貒	td;ve
貒	tc;ve
剸	to;dv
剸	vd;dv
漙	to;dv
漙	vd;dv
篿	to;vv
篿	vd;vv
𡷜	tw;uv
𢉭	tw;gs
𢊮	tw;gg
𢟴	tw;xv
𤗴	tw;pg
𤸉	tw;bs
𥶐	tw;vt
𧝋	tw;yd
𧮓	tw;yt
𨆨	tw;zg
𨗞	tw;zh
𨘃	tw;zg
𨽟	tw;ey
𩓬	tw;wy
𩘺	tw;fg
㢈	tw;yv
㢑	tw;ys
㿉	tw;bg
㿗	tw;bt
䀃	tw;mu
䅪	tw;hg
䫋	tw;yw
尵	tw;yg
弚	tw;bd
穨	tw;tg
蘈	tw;ct
蹪	tw;zg
隤	tw;eg
頹	tw;yt
頺	tw;yx
頽	tw;yt
颓	tw;yt
魋	tw;gv
𠺙	tf;kt
𢓴	tf;xw
𢠮	tf;xu
𥲣	tf;vj
𦖦	tf;ey
𦜄	tf;ow
㷟	tf;hv
娧	tf;nd
煺	tf;ht
蛻	tf;id
蜕	tf;id
退	tf;zg
駾	tf;md
㞂	tv;wt
㱣	tv;dt
㾼	tv;bt
俀	tv;rt
腿	tv;ot
蹆	tv;zt
骽	tv;gt
𡲾	tt;ut
𧆸	tt;hh
𨌴	tt;iv
推	tt;fv
蓷	tt;ct
藬	tt;ct
螁	tf;it
螁	bn;it
橔	tw;md
橔	dg;md
𡯵	tv;yw
𡯵	kf;yw
𢓇	tf;xn
𢓇	ni;xn
𩳕	tf;gt
𩳕	tt;gt
僓	tv;rg
僓	tw;rg
褪	tf;yt
褪	tr;yt
㾯	tw;bw
㾯	wj;bw
㦌	tf;xc
㦌	xh;xc
㦌	ha;xc
䍾	tw;yj
䍾	yo;yj
㾽	tw;bv
㾽	vf;bv
𠭿	tf;yj
𡉒	tf;ta
𡉫	tf;tt
𡱂	tf;uj
𥸵	tf;mt
𦍓	tf;ya
𦜴	tf;go
𦟓	tf;oo
𧰭	tf;ua
𨳘	tf;mt
𩂄	tf;yt
𩖤	tf;ft
𪌋	tf;mt
𪎴	tf;ha
𪎶	tf;ht
㞘	tf;ui
㩔	tf;fd
㹠	tf;qt
㼊	tf;gt
臀	tf;ou
臋	tf;ru
蛌	tf;ig
豘	tf;ut
豚	tf;ou
軘	tf;it
霕	tf;yt
飩	tf;ut
饨	tf;ut
魨	tf;yt
鲀	tf;yt
黗	tf;ht
𤶕	tr;bt
𨁇	tr;zt
𪑒	tr;hx
𢞋	to;rx
𢥽	to;xv
𣵞	to;dt
𦜯	to;oh
𦟙	to;oh
㖔	to;kt
氽	to;ur
𣋄	tg;xx
𧑒	tg;id
𨧐	tg;jt
𨹙	tg;et
𩷵	tg;yt
𪏆	tg;xh
吞	tg;kt
暾	tg;od
朜	tg;ox
焞	tg;hx
芚	tf;ct
芚	ig;ct
𨙲	tf;ge
𨙲	cg;ge
𥴫	tf;vd
𥴫	da;vd
坉	tf;tt
坉	dr;tt
噋	tg;kd
噋	kp;kd
呑	tg;yk
呑	tr;yk
涒	tg;dj
涒	yg;dj
屯	tf;ag
屯	vg;ag
旽	tg;ot
旽	vr;ot
忳	tf;xt
忳	vg;xt
忳	dr;xt
𡩆	tl;ut
𡹬	tl;ug
𢏜	tl;gd
𢑠	tl;xy
𢩻	tl;fm
𣶦	tl;dd
𤝛	tl;qt
𤤩	tl;wy
𤱡	tl;yy
𤵚	tl;by
𥓿	tl;uo
𥞒	tl;ht
𥹈	tl;mt
𦑑	tl;xy
𦚐	tl;ot
𧔳	tl;lk
𧕦	tl;di
𧣖	tl;jt
𧤓	tl;jo
𧧉	tl;yq
𧿶	tl;zy
𨈷	tl;ut
𨉋	tl;ud
𨹔	tl;es
𩃰	tl;yt
𩃱	tl;yt
𩉺	tl;gt
𩎼	tl;wt
𩢊	tl;ml
𩿽	tl;rn
𪘕	tl;ti
𪘗	tl;ri
𫟤	tl;it
㸰	tl;nt
㸱	tl;nt
㼠	tl;wt
㾃	tl;bt
䍫	tl;yt
䡐	tl;it
䪑	tl;wt
䭾	tl;mq
䰿	tl;yt
佗	tl;rt
坨	tl;tt
堶	tl;to
岮	tl;ut
槖	tl;um
橐	tl;mu
沱	tl;dt
砣	tl;ut
砤	tl;uy
碢	tl;uk
紽	tl;st
詑	tl;yt
跎	tl;zt
酡	tl;yt
阤	tl;ey
陀	tl;et
陁	tl;ey
駝	tl;mt
駞	tl;my
騨	tl;md
驒	tl;md
驝	tl;mt
驼	tl;mt
鮀	tl;yt
鴕	tl;nt
鸵	tl;nt
鼉	tl;sh
鼍	tl;ma
鼧	tl;ut
𣗸	tp;mb
𣟄	tp;mt
𣮆	tp;dm
𥩀	tp;xt
𧜲	tp;yo
𧿧	tp;zj
𨂫	tp;zc
𩅡	tp;ys
𩱾	tp;gq
唾	tp;ki
嶞	tp;us
柝	tp;mi
毤	tp;my
毻	tp;my
箨	tp;vz
籜	tp;vz
萚	tp;cz
蘀	tp;cz
跅	tp;zi
𡐏	tl;to
𡛵	tl;vn
𢓰	tl;xt
𣟁	tl;md
𣷿	tl;do
𤱧	tl;td
𤹢	tl;be
𦝦	tl;oo
𨁡	tl;zt
𨺖	tl;ey
㟎	tl;ut
妥	tl;vn
嫷	tl;ns
庹	tl;gi
椭	tl;my
楕	tl;mo
橢	tl;ms
鰖	tl;yy
鵎	tl;nt
𠰹	ts;kt
𠴻	ts;kt
𢄿	ts;uj
𢩷	ts;uv
𢸨	ts;ft
𤣯	ts;wq
𧘐	ts;yq
𨞌	ts;me
𩟰	ts;ut
𩢵	ts;mv
𩧐	ts;mt
𪌂	ts;mv
𫜒	ts;mt
䴱	ts;mt
侂	ts;rt
咃	ts;kt
咜	ts;kt
托	ts;ft
拕	ts;ft
拖	ts;fy
汑	ts;dt
脫	ts;od
脱	ts;od
莌	ts;cd
袥	ts;yu
託	ts;yt
讬	ts;yt
飥	ts;ut
饦	ts;ut
魠	ts;yt
鮵	ts;yd
𠇔	ts;rm
𠇔	ii;rm
仛	ts;rt
仛	ii;rt
仛	dl;rt
扡	ts;fy
扡	ig;fy
扡	yg;fy
𦚈	tp;ou
𦚈	dh;ou
媠	tl;ny
媠	dp;ny
柁	tl;mt
柁	dp;mt
沲	tl;dy
沲	dp;dy
馱	tl;md
馱	dp;md
駄	tl;mt
駄	dp;mt
驮	tl;md
驮	dp;md
䲊	tl;ys
䲊	dp;ys
沰	ts;du
沰	dl;du
𨒙	ts;zu
𨒙	hr;zu
挩	ts;fd
挩	uf;fd
捝	ts;fd
捝	uf;fd
拓	tp;fu
拓	ti;fu
拓	vb;fu
侻	tl;rd
侻	tf;rd
袉	tl;yt
袉	ts;yt
涶	ts;di
涶	tp;di
䓕	tl;cy
䓕	wj;cy
𧦭	ts;yt
𧦭	xj;yt
狏	tl;qy
狏	yb;qy
彵	tl;xy
彵	yb;xy
乇	ts;pq
乇	ve;pq
杔	ts;mt
杔	ve;mt
馲	ts;mt
馲	ve;mt
𣢚	wu;qg
𩨾	wu;gw
㰪	wu;qg
娃	wu;ng
𠹁	wi;kw
𡧗	wi;bw
𤬦	wi;wb
𤿗	wi;pm
𥥟	wi;xw
𦤙	wi;ni
𦫪	wi;ws
䚴	wi;yo
䠚	wi;zw
嗢	wi;kw
腽	wi;ow
膃	wi;ow
袜	wi;ym
襪	wi;ym
韤	wi;wm
𣐎	wm;mw
𦘵	wm;oj
𦚩	wm;od
𨀄	wm;zw
㧚	wm;fw
㼘	wm;wu
佤	wm;rw
咓	wm;kw
砙	wm;uw
邷	wm;ew
𠴺	wl;ke
𡁌	wl;kq
𡚟	wl;dn
𣢉	wl;hq
𤬿	wl;gw
𤮰	wl;ws
𥤺	wl;xu
𦞭	wl;ow
𧧊	wl;yv
𨩶	wl;jg
𩨚	wl;gn
𩩤	wl;gy
𩿺	wl;nw
䵷	wl;mg
劸	wl;lg
娲	wl;nn
媧	wl;nk
屲	wl;pu
挖	wl;fy
攨	wl;fg
洼	wl;dg
溛	wl;dw
漥	wl;dg
瓾	wl;ww
畖	wl;tg
穵	wl;by
窊	wl;bg
窪	wl;bg
蛙	wl;ig
韈	wl;gm
鼃	wl;zh
嗗	wl;kg
嗗	gm;kg
窐	wl;bg
窐	gt;bg
𤞇	wu;qg
𤞇	kb;qg
𥿉	wi;sm
𥿉	mg;sm
聉	wi;ei
聉	tv;ei
聉	vl;ei
瓦	wm;ad
瓦	wi;ad
哇	wl;kg
哇	wl;kg
搲	wl;fg
搲	wm;fg
搲	wi;fg
𩋘	wl;gv
𩋘	xs;gv
䎳	wi;eo
䎳	yd;eo
𠨃	wo;nw
𤤫	wo;ww
𤷹	wo;bj
𩔀	wo;by
𩕕	wo;yp
𩕺	wo;yu
𪑷	wo;hj
䠿	wo;ug
外	wo;xb
顡	wo;yy
𢱉	wu;fw
𨈕	wu;ue
𤟷	wb;qw
𥫀	wb;la
𨵞	wb;mg
𪉭	wb;bw
㖞	wb;kg
喎	wb;kk
歪	wb;bv
竵	wb;lg
呙	wb;kn
呙	he;kn
呙	wi;kn
呙	wl;kn
呙	gg;kn
呙	gs;kn
咼	wb;kk
咼	he;kk
咼	wi;kk
咼	wl;kk
咼	gg;kk
咼	gs;kk
䶐	wo;bh
䶐	hf;bh
𦘍	wo;eq
𦘍	wi;eq
𠰻	wo;kw
𠰻	wb;kw
崴	wu;uw
崴	wi;uw
𠁽	wp;;
𠒢	wp;yt
𢓃	wp;xw
𢓆	wp;xy
𤥙	wp;wy
𤻆	wp;bw
𥤸	wp;xy
𧿙	wp;zy
𨩯	wp;jm
𩾞	wp;wn
𪐬	wp;hy
㝴	wp;cy
䯈	wp;gy
丸	wp;pd
刓	wp;dy
完	wp;by
岏	wp;uy
忨	wp;xy
抏	wp;fy
捖	wp;fw
汍	wp;dw
烷	wp;hw
玩	wp;wy
琓	wp;ww
笂	wp;vw
紈	wp;sw
纨	wp;sw
翫	wp;yy
芄	wp;cw
貦	wp;by
頑	wp;yy
顽	wp;yy
𠣉	wa;xm
𡆅	wa;kw
𢀗	wa;ag
𢯲	wa;un
𣥃	wa;vg
𤧩	wa;ny
𥆶	wa;ou
𥝄	wa;ry
𦂔	wa;sm
𦙵	wa;xo
𦲯	wa;cw
𦽞	wa;cy
𨞼	wa;me
𩈬	wa;mg
𩢄	wa;my
㸘	wa;ft
䥑	wa;jm
卍	wa;vu
卐	wa;vh
杤	wa;mw
瞣	wa;oh
脕	wa;om
腕	wa;ow
萬	wa;cy
蟃	wa;im
贎	wa;bw
輐	wa;iw
錽	wa;jw
𡟰	wo;ny
𡩄	wo;bm
𡸥	wo;uw
𢛙	wo;xq
𢨔	wo;qg
𤗍	wo;pw
𥟶	wo;hw
𦜐	wo;og
𦣾	wo;zw
𧠆	wo;ze
𨩵	wo;jf
𨩻	wo;jw
𩊁	wo;gy
𩣵	wo;mw
𩧻	wo;mw
𪂧	wo;pw
𪋅	wo;lw
𪎛	wo;my
𪑉	wo;hy
㽜	wo;ty
䅋	wo;hm
䗕	wo;iw
䘼	wo;yw
䛷	wo;yw
䳃	wo;ny
倇	wo;rw
唍	wo;kw
婉	wo;nw
惋	wo;xw
挽	wo;fm
晚	wo;om
晩	wo;om
晼	wo;ow
梚	wo;mm
椀	wo;mw
琬	wo;ww
畹	wo;tw
皖	wo;bw
盌	wo;my
碗	wo;uw
綩	wo;sw
綰	wo;sg
绾	wo;sg
脘	wo;ow
萖	wo;ce
踠	wo;zw
輓	wo;im
鋔	wo;jm
𠝪	wn;wd
𠠪	wn;ds
𡇿	wn;kl
𡤶	wn;nw
𢺯	wn;fw
𣡩	wn;mw
𨈊	wn;zw
𨉝	wn;uw
剜	wn;dw
塆	wn;tw
壪	wn;tw
帵	wn;jw
弯	wn;yg
彎	wn;yg
湾	wn;dw
潫	wn;ds
灣	wn;dw
睕	wn;ow
蜿	wn;iw
豌	wn;dw
𩅦	wn;yd
𩅦	dn;yd
𨥧	wo;jf
𨥧	fa;jf
𨥧	br;jf
晥	wo;ow
晥	ha;ow
𧲦	wp;vy
𧲦	he;vy
鋄	wa;jy
鋄	jp;jy
鎫	wa;jw
鎫	jp;jw
薍	wa;cl
薍	lc;cl
澫	wa;dw
澫	ma;dw
㿸	wo;pm
㿸	mp;pm
万	wa;ap
万	mg;ap
婠	wn;ng
婠	wi;ng
𨌔	wo;id
𨌔	wa;id
埦	wo;tw
埦	wn;tw
捥	wa;fw
捥	wo;fw
捥	wn;fw
捥	yh;fw
𧚇	wo;ym
𧚇	wo;ym
䩊	wo;mw
䩊	wg;mw
䂺	wo;ug
䂺	wi;ug
涴	wo;dw
涴	wg;dw
涴	yd;dw
妧	wa;ny
妧	yo;ny
䖤	wo;iy
䖤	yo;iy
䝹	wo;bw
䝹	yc;bw
𪂦	wo;wn
𪂦	yd;wn
宛	wo;by
宛	yd;by
箢	wo;vw
箢	yd;vw
𧯡	wn;xd
𧯡	yd;xd
菀	wo;cw
菀	yr;cw
菀	yh;cw
贃	wa;bh
贃	vc;bh
𡷢	ww;uw
𦣦	ww;ii
𦯌	ww;cx
𧎕	ww;bc
𩵭	ww;yw
亾	ww;rv
仼	ww;rw
兦	ww;rv
莣	ww;cw
蚟	ww;iw
𢛛	wd;xw
𣥊	wd;wv
𥆜	wd;ow
𥲠	wd;vw
𦓋	wd;ll
𧧄	wd;yw
𧫢	wd;yw
䛃	wd;yy
䤑	wd;yh
妄	wd;nw
忘	wd;xw
旺	wd;ow
望	wd;wo
朢	wd;wo
𠕃	wp;kw
𡔞	wp;wt
𢁶	wp;jy
𢼟	wp;cp
𣷪	wp;dv
𥾼	wp;sl
𦉪	wp;ke
𦖉	wp;ew
𦣩	wp;ia
𦬣	wp;cy
𧈿	wp;ig
𧧜	wp;yw
𨕿	wp;zw
𨳠	wp;mg
𩖩	wp;fy
𪴸	wp;vb
㓁	wp;br
㲿	wp;dy
㳹	wp;dw
㴏	wp;dw
䋄	wp;sg
䋞	wp;sw
䰣	wp;gw
彺	wp;xw
往	wp;xv
徃	wp;xu
惘	wp;xw
枉	wp;mw
棢	wp;mw
網	wp;sw
网	wp;ki
罒	wp;si
罓	wp;kw
罔	wp;kw
菵	wp;cw
蛧	wp;iw
蝄	wp;iw
誷	wp;yw
輞	wp;iw
辋	wp;iw
魍	wp;gw
𠕿	wu;bh
𡝝	wu;wn
𡯁	wu;pa
𤷀	wu;bw
𥆚	wu;ow
𪁘	wu;wn
尣	wu;be
尩	wu;ww
尪	wu;yw
尫	wu;ww
汪	wu;dw
徍	wd;xg
徍	jd;xg
徍	wl;xg
迋	wd;zw
迋	kw;zw
㑌	wu;rk
㑌	kw;rk
𣶈	wp;dw
𣶈	mp;dw
罖	wp;sd
王	ww;aa
王	wd;aa
暀	wp;ow
暀	wd;ow
𣢫	wp;qw
𣢫	wu;qw
瀇	wp;dg
瀇	wu;dg
亡	ww;dv
亡	wl;dv
𠄿	wr;ew
𠙕	wr;jk
𠥎	wr;kw
𡇦	wr;kn
𡚈	wr;pt
𡼱	wr;uw
𢾁	wr;ww
𢾝	wr;ww
𣄺	wr;aw
𣲗	wr;dw
𥅵	wr;ov
𥌰	wr;oy
𧝕	wr;yw
𧢧	wr;jj
𧲗	wr;uo
𧳞	wr;vv
𧸮	wr;bw
𨠥	wr;yw
𨴓	wr;mw
𨿭	wr;ev
𩀣	wr;jv
𩁌	wr;vh
𩎵	wr;fw
𩏉	wr;ww
𩠯	wr;uj
𩴞	wr;gw
𩽎	wr;yy
𫌭	wr;jw
㣲	wr;xw
䉠	wr;vw
䔺	wr;cs
䜅	wr;yc
䝐	wr;us
䥩	wr;jw
唯	wr;kv
围	wr;kw
圍	wr;kw
壝	wr;ty
峗	wr;uw
峞	wr;uw
嵬	wr;ug
帏	wr;jw
帷	wr;jv
幃	wr;jw
惟	wr;xv
桅	wr;mw
沩	wr;dw
洈	wr;dw
涠	wr;dw
湋	wr;dw
溈	wr;dw
潍	wr;dw
潙	wr;dw
潿	wr;dw
濰	wr;dw
犩	wr;nw
矀	wr;ow
維	wr;sv
维	wr;sv
蓶	wr;cw
覹	wr;jw
违	wr;zw
違	wr;zw
鄬	wr;ew
醀	wr;yv
鍏	wr;jw
闈	wr;mw
闱	wr;mw
韋	wr;wf
韦	wr;aa
鮠	wr;yw
𠹤	wk;kh
𡔱	wk;ud
𡶎	wk;uw
𢉝	wk;gw
𢍚	wk;ub
𢑭	wk;jp
𢣘	wk;wx
𢲴	wk;wu
𣈎	wk;ou
𣩪	wk;ds
𣽴	wk;dk
𤀷	wk;jy
𤈫	wk;hy
𤻅	wk;ba
𥉖	wk;oh
𥧙	wk;xw
𥶽	wk;vw
𦝛	wk;ow
𦠻	wk;of
𦩝	wk;vw
𦪒	wk;vg
𦳢	wk;cw
𧍫	wk;iw
𧔥	wk;iy
𧕞	wk;wi
𧛽	wk;yy
𧲝	wk;wt
𧳪	wk;vw
𧴖	wk;vs
𧸽	wk;by
𨃄	wk;zw
𨚘	wk;we
𨢉	wk;yq
𨾂	wk;ly
𩑵	wk;wy
𩗜	wk;fw
𩤸	wk;mw
𩲄	wk;yg
𩹂	wk;yw
𪂄	wk;in
𪑐	wk;wh
𫗪	wk;uw
𫟘	wk;xj
𫟙	wk;xj
㥜	wk;xw
㦣	wk;xw
䗽	wk;iw
䘙	wk;xi
䙿	wk;jw
䜜	wk;yr
䡺	wk;ih
䪋	wk;gy
䬑	wk;fw
䭳	wk;xw
䮹	wk;ms
䲁	wk;yw
䵳	wk;hh
位	wk;rl
卫	wk;ga
味	wk;kw
喂	wk;kw
墛	wk;tw
媦	wk;nw
慰	wk;xw
懀	wk;xh
未	wk;ad
渭	wk;dw
煟	wk;hw
熭	wk;hh
犚	wk;nw
猬	wk;qw
畏	wk;ty
緭	wk;sw
罻	wk;sw
胃	wk;to
苿	wk;cw
菋	wk;cw
藯	wk;cw
蘶	wk;cw
蜼	wk;iv
蝟	wk;iw
螱	wk;iw
衛	wk;xw
衞	wk;xi
褽	wk;yw
謂	wk;yw
讆	wk;yw
讏	wk;yw
谓	wk;yw
躗	wk;zw
躛	wk;zw
軎	wk;ki
轊	wk;ih
鏏	wk;jh
霨	wk;yw
餧	wk;uw
餵	wk;uw
饖	wk;us
魏	wk;gw
鮇	wk;yw
鳚	wk;yw
𠆟	wj;wg
𡂗	wj;kj
𡷕	wj;uw
𢊯	wj;gw
𢸦	wj;fy
𤁿	wj;dw
𤸆	wj;bw
𤺉	wj;bw
𥊪	wj;ow
𥒮	wj;uw
𥯜	wj;vw
𥯤	wj;vw
𦇅	wj;sb
𦾛	wj;cw
𧐌	wj;wi
𧲄	wj;uw
𨗨	wj;zw
𨝀	wj;ge
𨟗	wj;we
𨪈	wj;jg
𨵋	wj;mw
𩏏	wj;wr
𩏬	wj;wk
𩗘	wj;fw
𩜧	wj;uj
𩟟	wj;um
𩲂	wj;gj
𩹷	wj;yg
𩼂	wj;ys
𪭝	wj;fw
𫁳	wj;vw
㖐	wj;ly
㞇	wj;ww
㞑	wj;ud
㟪	wj;uw
㠕	wj;uw
㢻	wj;gw
㨊	wj;fr
㬙	wj;ow
㭏	wj;mw
㱬	wj;dw
䃬	wj;uw
䈧	wj;vw
䞔	wj;iw
䪘	wj;wu
䬐	wj;fw
䵋	wj;hy
伟	wj;rw
伪	wj;rw
偉	wj;rw
偽	wj;rw
僞	wj;rw
儰	wj;rw
娓	wj;nw
寪	wj;bw
屗	wj;uc
崣	wj;uw
嶉	wj;uw
徫	wj;xw
愇	wj;xw
捤	wj;fw
暐	wj;ow
梶	wj;mw
洧	wj;dy
浘	wj;dw
渨	wj;dw
炜	wj;hw
煒	wj;hw
猥	wj;qw
玮	wj;ww
瑋	wj;ww
痿	wj;bw
緯	wj;sw
纬	wj;sw
腲	wj;ow
艉	wj;vw
芛	wj;cy
苇	wj;cw
荱	wj;cw
萎	wj;cw
葦	wj;cw
蒍	wj;cw
蔿	wj;cw
諉	wj;yw
诿	wj;yw
踓	wj;zv
鍡	wj;jw
韑	wj;gw
韙	wj;uw
韡	wj;wh
韪	wj;wu
頠	wj;yw
颹	wj;fw
骩	wj;gj
骪	wj;gf
骫	wj;gw
鮪	wj;yy
鲔	wj;yy
𠳿	wi;kw
𣫪	wi;uh
𦓽	wi;lw
𦩬	wi;vw
𧍥	wi;iw
𧚷	wi;ye
𧛚	wi;yw
𧟼	wi;xg
𧤖	wi;jw
𨖿	wi;zw
𨻒	wi;em
𩹥	wi;yf
𩼌	wi;yw
𪑭	wi;hk
㙎	wi;tw
偎	wi;rw
危	wi;de
喴	wi;kw
威	wi;wn
媙	wi;nw
嶶	wi;uw
巍	wi;uw
微	wi;xw
