serial number	character	token	ferquency(pre million)	total coverage rate(%)
5884	茑	395	0.20808 	99.98030 
5885	榫	395	0.20808 	99.98032 
5886	幛	395	0.20808 	99.98034 
5887	峁	394	0.20755 	99.98036 
5888	蓊	394	0.20755 	99.98038 
5889	鏊	393	0.20702 	99.98040 
5890	秭	392	0.20650 	99.98042 
5891	屄	391	0.20597 	99.98044 
5892	鲅	390	0.20544 	99.98046 
5893	瘢	390	0.20544 	99.98048 
5894	茼	390	0.20544 	99.98050 
5895	汊	389	0.20492 	99.98052 
5896	茝	389	0.20492 	99.98055 
5897	郜	389	0.20492 	99.98057 
5898	芰	389	0.20492 	99.98059 
5899	旄	389	0.20492 	99.98061 
5900	殍	388	0.20439 	99.98063 
5901	樨	388	0.20439 	99.98065 
5902	碇	387	0.20386 	99.98067 
5903	涑	387	0.20386 	99.98069 
5904	摭	387	0.20386 	99.98071 
5905	钡	386	0.20334 	99.98073 
5906	凼	385	0.20281 	99.98075 
5907	垆	385	0.20281 	99.98077 
5908	萘	385	0.20281 	99.98079 
5909	炔	385	0.20281 	99.98081 
5910	蟮	385	0.20281 	99.98083 
5911	蓍	385	0.20281 	99.98085 
5912	岢	384	0.20228 	99.98087 
5913	飧	384	0.20228 	99.98089 
5914	俣	383	0.20176 	99.98091 
5915	碓	382	0.20123 	99.98093 
5916	刿	381	0.20070 	99.98095 
5917	數	381	0.20070 	99.98097 
5918	龁	380	0.20018 	99.98099 
5919	孓	380	0.20018 	99.98101 
5920	谰	379	0.19965 	99.98103 
5921	蕖	379	0.19965 	99.98105 
5922	痧	379	0.19965 	99.98107 
5923	霈	378	0.19912 	99.98109 
5924	暍	378	0.19912 	99.98111 
5925	唵	377	0.19860 	99.98113 
5926	訴	377	0.19860 	99.98115 
5927	叆	376	0.19807 	99.98117 
5928	钚	376	0.19807 	99.98119 
5929	槲	376	0.19807 	99.98121 
5930	嫚	376	0.19807 	99.98123 
5931	腦	376	0.19807 	99.98125 
5932	聖	376	0.19807 	99.98127 
5933	異	376	0.19807 	99.98129 
5934	铗	375	0.19754 	99.98131 
5935	亂	375	0.19754 	99.98133 
5936	绐	373	0.19649 	99.98135 
5937	痈	373	0.19649 	99.98137 
5938	埚	372	0.19596 	99.98139 
5939	狷	372	0.19596 	99.98141 
5940	媗	372	0.19596 	99.98143 
5941	層	371	0.19544 	99.98145 
5942	酢	371	0.19544 	99.98147 
5943	阍	371	0.19544 	99.98149 
5944	漸	371	0.19544 	99.98151 
5945	梼	371	0.19544 	99.98152 
5946	螫	370	0.19491 	99.98154 
5947	欹	370	0.19491 	99.98156 
5948	準	370	0.19491 	99.98158 
5949	傈	369	0.19438 	99.98160 
5950	怙	367	0.19333 	99.98162 
5951	渌	367	0.19333 	99.98164 
5952	榊	367	0.19333 	99.98166 
5953	壅	367	0.19333 	99.98168 
5954	赀	367	0.19333 	99.98170 
5955	紒	364	0.19175 	99.98172 
5956	傒	364	0.19175 	99.98174 
5957	癔	364	0.19175 	99.98176 
5958	莪	362	0.19069 	99.98178 
5959	冴	362	0.19069 	99.98180 
5960	嚇	362	0.19069 	99.98181 
5961	吽	361	0.19017 	99.98183 
5962	視	361	0.19017 	99.98185 
5963	潆	361	0.19017 	99.98187 
5964	腳	360	0.18964 	99.98189 
5965	檩	360	0.18964 	99.98191 
5966	镠	360	0.18964 	99.98193 
5967	逯	360	0.18964 	99.98195 
5968	浞	360	0.18964 	99.98197 
5969	熱	359	0.18911 	99.98199 
5970	痤	358	0.18859 	99.98200 
5971	蔸	358	0.18859 	99.98202 
5972	嘚	357	0.18806 	99.98204 
5973	親	357	0.18806 	99.98206 
5974	翥	357	0.18806 	99.98208 
5975	毬	356	0.18753 	99.98210 
5976	菽	355	0.18701 	99.98212 
5977	鸱	353	0.18595 	99.98214 
5978	戲	352	0.18543 	99.98215 
5979	昉	351	0.18490 	99.98217 
5980	盍	351	0.18490 	99.98219 
5981	茭	351	0.18490 	99.98221 
5982	黥	351	0.18490 	99.98223 
5983	酰	351	0.18490 	99.98225 
5984	圍	350	0.18437 	99.98226 
5985	赉	349	0.18385 	99.98228 
5986	珽	349	0.18385 	99.98230 
5987	藥	349	0.18385 	99.98232 
5988	霪	349	0.18385 	99.98234 
5989	菏	348	0.18332 	99.98236 
5990	淰	348	0.18332 	99.98237 
5991	禵	347	0.18279 	99.98239 
5992	夠	346	0.18227 	99.98241 
5993	柟	346	0.18227 	99.98243 
5994	诹	346	0.18227 	99.98245 
5995	苴	345	0.18174 	99.98247 
5996	園	345	0.18174 	99.98248 
5997	粳	344	0.18121 	99.98250 
5998	滅	344	0.18121 	99.98252 
5999	溿	344	0.18121 	99.98254 
6000	復	343	0.18069 	99.98256 
6001	蹓	343	0.18069 	99.98257 
6002	樹	343	0.18069 	99.98259 
6003	欷	343	0.18069 	99.98261 
6004	糌	343	0.18069 	99.98263 
6005	亶	342	0.18016 	99.98265 
6006	惡	342	0.18016 	99.98266 
6007	義	342	0.18016 	99.98268 
6008	趵	341	0.17963 	99.98270 
6009	舸	341	0.17963 	99.98272 
6010	護	341	0.17963 	99.98274 
6011	蛩	340	0.17911 	99.98275 
6012	枥	339	0.17858 	99.98277 
6013	決	338	0.17805 	99.98279 
6014	蘼	337	0.17753 	99.98281 
6015	娰	337	0.17753 	99.98283 
6016	蕈	337	0.17753 	99.98284 
6017	搖	337	0.17753 	99.98286 
6018	襦	336	0.17700 	99.98288 
6019	膈	335	0.17647 	99.98290 
6020	芏	334	0.17594 	99.98291 
6021	畈	334	0.17594 	99.98293 
6022	笊	334	0.17594 	99.98295 
6023	艉	333	0.17542 	99.98297 
6024	燠	333	0.17542 	99.98298 
6025	阊	332	0.17489 	99.98300 
6026	厣	332	0.17489 	99.98302 
6027	傧	331	0.17436 	99.98304 
6028	鸬	331	0.17436 	99.98305 
6029	艿	330	0.17384 	99.98307 
6030	攮	330	0.17384 	99.98309 
6031	酚	329	0.17331 	99.98311 
6032	璘	328	0.17278 	99.98312 
6033	塍	327	0.17226 	99.98314 
6034	叇	327	0.17226 	99.98316 
6035	椟	326	0.17173 	99.98318 
6036	厶	326	0.17173 	99.98319 
6037	菰	325	0.17120 	99.98321 
6038	氦	325	0.17120 	99.98323 
6039	笸	325	0.17120 	99.98324 
6040	疸	324	0.17068 	99.98326 
6041	镪	324	0.17068 	99.98328 
6042	圮	323	0.17015 	99.98330 
6043	禤	323	0.17015 	99.98331 
6044	佈	322	0.16962 	99.98333 
6045	幪	322	0.16962 	99.98335 
6046	醛	322	0.16962 	99.98336 
6047	篌	320	0.16857 	99.98338 
6048	髡	320	0.16857 	99.98340 
6049	砲	320	0.16857 	99.98341 
6050	謦	320	0.16857 	99.98343 
6051	谖	320	0.16857 	99.98345 
6052	徼	319	0.16804 	99.98346 
6053	醯	319	0.16804 	99.98348 
6054	懷	318	0.16752 	99.98350 
6055	裣	318	0.16752 	99.98351 
6056	豽	318	0.16752 	99.98353 
6057	則	318	0.16752 	99.98355 
6058	枳	318	0.16752 	99.98356 
6059	蓖	317	0.16699 	99.98358 
6060	髫	317	0.16699 	99.98360 
6061	酯	317	0.16699 	99.98361 
6062	較	316	0.16646 	99.98363 
6063	暾	316	0.16646 	99.98365 
6064	訾	316	0.16646 	99.98366 
6065	勢	315	0.16594 	99.98368 
6066	趕	313	0.16488 	99.98370 
6067	確	313	0.16488 	99.98371 
6068	繼	312	0.16436 	99.98373 
6069	缳	311	0.16383 	99.98375 
6070	碛	311	0.16383 	99.98376 
6071	镒	311	0.16383 	99.98378 
6072	斷	310	0.16330 	99.98380 
6073	孥	310	0.16330 	99.98381 
6074	硖	310	0.16330 	99.98383 
6075	溧	309	0.16278 	99.98385 
6076	柢	308	0.16225 	99.98386 
6077	镬	308	0.16225 	99.98388 
6078	糁	308	0.16225 	99.98389 
6079	皴	307	0.16172 	99.98391 
6080	虼	307	0.16172 	99.98393 
6081	卺	307	0.16172 	99.98394 
6082	軍	306	0.16119 	99.98396 
6083	箝	306	0.16119 	99.98397 
6084	鋈	306	0.16119 	99.98399 
6085	帙	306	0.16119 	99.98401 
6086	鍪	305	0.16067 	99.98402 
6087	锞	304	0.16014 	99.98404 
6088	蘧	304	0.16014 	99.98405 
6089	祩	304	0.16014 	99.98407 
6090	丌	303	0.15961 	99.98409 
6091	樓	302	0.15909 	99.98410 
6092	簟	301	0.15856 	99.98412 
6093	昳	301	0.15856 	99.98413 
6094	觀	301	0.15856 	99.98415 
6095	鞫	301	0.15856 	99.98417 
6096	倆	301	0.15856 	99.98418 
6097	泮	301	0.15856 	99.98420 
6098	溱	301	0.15856 	99.98421 
6099	眭	301	0.15856 	99.98423 
6100	寶	300	0.15803 	99.98425 
6101	棽	300	0.15803 	99.98426 
6102	坩	300	0.15803 	99.98428 
6103	窫	300	0.15803 	99.98429 
6104	嬖	299	0.15751 	99.98431 
6105	旉	299	0.15751 	99.98432 
6106	鄄	299	0.15751 	99.98434 
6107	隱	299	0.15751 	99.98436 
6108	砻	298	0.15698 	99.98437 
6109	郯	297	0.15645 	99.98439 
6110	隰	297	0.15645 	99.98440 
6111	報	296	0.15593 	99.98442 
6112	劻	296	0.15593 	99.98443 
6113	衹	296	0.15593 	99.98445 
6114	熜	295	0.15540 	99.98447 
6115	單	295	0.15540 	99.98448 
6116	廋	295	0.15540 	99.98450 
6117	祼	294	0.15487 	99.98451 
6118	薙	292	0.15382 	99.98453 
6119	約	291	0.15329 	99.98454 
6120	筚	290	0.15277 	99.98456 
6121	爾	290	0.15277 	99.98457 
6122	朐	290	0.15277 	99.98459 
6123	尋	290	0.15277 	99.98460 
6124	厓	290	0.15277 	99.98462 
6125	墼	289	0.15224 	99.98463 
6126	跬	289	0.15224 	99.98465 
6127	愀	289	0.15224 	99.98466 
6128	識	289	0.15224 	99.98468 
6129	嘡	289	0.15224 	99.98469 
6130	毀	288	0.15171 	99.98471 
6131	醚	288	0.15171 	99.98473 
6132	幹	287	0.15119 	99.98474 
6133	鳜	287	0.15119 	99.98476 
6134	萑	287	0.15119 	99.98477 
6135	缍	286	0.15066 	99.98479 
6136	恆	286	0.15066 	99.98480 
6137	蚧	286	0.15066 	99.98482 
6138	遄	284	0.14961 	99.98483 
6139	達	284	0.14961 	99.98485 
6140	戆	284	0.14961 	99.98486 
6141	姽	284	0.14961 	99.98488 
6142	麇	284	0.14961 	99.98489 
6143	柰	284	0.14961 	99.98491 
6144	琤	283	0.14908 	99.98492 
6145	竑	283	0.14908 	99.98494 
6146	趱	283	0.14908 	99.98495 
6147	鲂	282	0.14855 	99.98497 
6148	黃	282	0.14855 	99.98498 
6149	湣	282	0.14855 	99.98499 
6150	壞	281	0.14803 	99.98501 
6151	螅	281	0.14803 	99.98502 
6152	細	281	0.14803 	99.98504 
6153	垸	281	0.14803 	99.98505 
6154	禔	281	0.14803 	99.98507 
6155	裎	280	0.14750 	99.98508 
6156	煇	280	0.14750 	99.98510 
6157	玭	280	0.14750 	99.98511 
6158	試	280	0.14750 	99.98513 
6159	態	280	0.14750 	99.98514 
6160	爔	280	0.14750 	99.98516 
6161	埸	280	0.14750 	99.98517 
6162	務	279	0.14697 	99.98519 
6163	槠	279	0.14697 	99.98520 
6164	儇	278	0.14645 	99.98522 
6165	靚	277	0.14592 	99.98523 
6166	淚	277	0.14592 	99.98525 
6167	肽	277	0.14592 	99.98526 
6168	顯	277	0.14592 	99.98527 
6169	卮	277	0.14592 	99.98529 
6170	绀	276	0.14539 	99.98530 
6171	顸	276	0.14539 	99.98532 
6172	盉	276	0.14539 	99.98533 
6173	筲	276	0.14539 	99.98535 
6174	崁	275	0.14486 	99.98536 
6175	倮	275	0.14486 	99.98538 
6176	菸	275	0.14486 	99.98539 
6177	媵	275	0.14486 	99.98541 
6178	弐	274	0.14434 	99.98542 
6179	岜	273	0.14381 	99.98543 
6180	澣	273	0.14381 	99.98545 
6181	谵	273	0.14381 	99.98546 
6182	褊	272	0.14328 	99.98548 
6183	創	272	0.14328 	99.98549 
6184	鲟	272	0.14328 	99.98551 
6185	瘐	272	0.14328 	99.98552 
6186	帻	272	0.14328 	99.98553 
6187	簋	271	0.14276 	99.98555 
6188	梃	271	0.14276 	99.98556 
6189	缵	271	0.14276 	99.98558 
6190	礅	270	0.14223 	99.98559 
6191	屣	270	0.14223 	99.98561 
6192	陽	270	0.14223 	99.98562 
6193	缶	269	0.14170 	99.98563 
6194	墡	269	0.14170 	99.98565 
6195	亍	268	0.14118 	99.98566 
6196	鹚	268	0.14118 	99.98568 
6197	甪	268	0.14118 	99.98569 
6198	矟	268	0.14118 	99.98570 
6199	煙	268	0.14118 	99.98572 
6200	缒	268	0.14118 	99.98573 
6201	塊	267	0.14065 	99.98575 
6202	刖	267	0.14065 	99.98576 
6203	澂	266	0.14012 	99.98578 
6204	鹡	266	0.14012 	99.98579 
6205	炻	266	0.14012 	99.98580 
6206	卬	265	0.13960 	99.98582 
6207	絲	264	0.13907 	99.98583 
6208	瞋	263	0.13854 	99.98584 
6209	焗	263	0.13854 	99.98586 
6210	荽	263	0.13854 	99.98587 
6211	磴	262	0.13802 	99.98589 
6212	砬	262	0.13802 	99.98590 
6213	锶	262	0.13802 	99.98591 
6214	鼍	262	0.13802 	99.98593 
6215	瘿	262	0.13802 	99.98594 
6216	閒	261	0.13749 	99.98596 
6217	跣	261	0.13749 	99.98597 
6218	疖	260	0.13696 	99.98598 
6219	況	260	0.13696 	99.98600 
6220	練	260	0.13696 	99.98601 
6221	閃	260	0.13696 	99.98602 
6222	迓	260	0.13696 	99.98604 
6223	炝	259	0.13644 	99.98605 
6224	鐘	259	0.13644 	99.98606 
6225	啉	258	0.13591 	99.98608 
6226	硒	258	0.13591 	99.98609 
6227	擁	258	0.13591 	99.98611 
6228	貓	257	0.13538 	99.98612 
6229	汔	257	0.13538 	99.98613 
6230	驺	256	0.13486 	99.98615 
6231	蛄	255	0.13433 	99.98616 
6232	伛	255	0.13433 	99.98617 
6233	绂	254	0.13380 	99.98619 
6234	鞯	254	0.13380 	99.98620 
6235	燹	254	0.13380 	99.98621 
6236	髀	253	0.13328 	99.98623 
6237	缫	253	0.13328 	99.98624 
6238	禦	253	0.13328 	99.98625 
6239	翀	252	0.13275 	99.98627 
6240	跗	252	0.13275 	99.98628 
6241	羖	252	0.13275 	99.98629 
6242	濬	252	0.13275 	99.98631 
6243	銎	252	0.13275 	99.98632 
6244	凇	252	0.13275 	99.98633 
6245	羏	252	0.13275 	99.98635 
6246	銀	252	0.13275 	99.98636 
6247	鏦	251	0.13222 	99.98637 
6248	襌	251	0.13222 	99.98639 
6249	綠	251	0.13222 	99.98640 
6250	調	250	0.13170 	99.98641 
6251	唎	250	0.13170 	99.98643 
6252	寫	250	0.13170 	99.98644 
6253	爲	249	0.13117 	99.98645 
6254	殂	248	0.13064 	99.98646 
6255	嗉	248	0.13064 	99.98648 
6256	铘	248	0.13064 	99.98649 
6257	鞮	247	0.13011 	99.98650 
6258	盡	247	0.13011 	99.98652 
6259	眀	247	0.13011 	99.98653 
6260	饫	247	0.13011 	99.98654 
6261	檗	246	0.12959 	99.98656 
6262	辏	246	0.12959 	99.98657 
6263	鼙	246	0.12959 	99.98658 
6264	璩	245	0.12906 	99.98659 
6265	悛	245	0.12906 	99.98661 
6266	純	244	0.12853 	99.98662 
6267	彟	244	0.12853 	99.98663 
6268	沚	244	0.12853 	99.98665 
6269	褙	243	0.12801 	99.98666 
6270	殘	243	0.12801 	99.98667 
6271	煳	243	0.12801 	99.98668 
6272	笕	243	0.12801 	99.98670 
6273	鲥	243	0.12801 	99.98671 
6274	尥	242	0.12748 	99.98672 
6275	锍	242	0.12748 	99.98674 
6276	劢	242	0.12748 	99.98675 
6277	淒	242	0.12748 	99.98676 
6278	嵊	242	0.12748 	99.98677 
6279	轫	241	0.12695 	99.98679 
6280	饧	241	0.12695 	99.98680 
6281	隻	241	0.12695 	99.98681 
6282	抺	240	0.12643 	99.98682 
6283	佾	240	0.12643 	99.98684 
6284	鲩	239	0.12590 	99.98685 
6285	鸰	239	0.12590 	99.98686 
6286	書	239	0.12590 	99.98688 
6287	谳	239	0.12590 	99.98689 
6288	棼	238	0.12537 	99.98690 
6289	苷	238	0.12537 	99.98691 
6290	觚	238	0.12537 	99.98693 
6291	萏	237	0.12485 	99.98694 
6292	熘	237	0.12485 	99.98695 
6293	媽	237	0.12485 	99.98696 
6294	佺	237	0.12485 	99.98698 
6295	嫈	237	0.12485 	99.98699 
6296	羝	236	0.12432 	99.98700 
6297	鹕	236	0.12432 	99.98701 
6298	睏	236	0.12432 	99.98703 
6299	觜	236	0.12432 	99.98704 
6300	號	235	0.12379 	99.98705 
6301	喾	235	0.12379 	99.98706 
6302	満	235	0.12379 	99.98707 
6303	蘖	235	0.12379 	99.98709 
6304	剡	235	0.12379 	99.98710 
6305	溫	235	0.12379 	99.98711 
6306	響	235	0.12379 	99.98712 
6307	譞	235	0.12379 	99.98714 
6308	爭	235	0.12379 	99.98715 
6309	椐	234	0.12327 	99.98716 
6310	鍊	234	0.12327 	99.98717 
6311	狝	234	0.12327 	99.98719 
6312	曩	233	0.12274 	99.98720 
6313	麴	233	0.12274 	99.98721 
6314	瑷	232	0.12221 	99.98722 
6315	誗	232	0.12221 	99.98723 
6316	砗	232	0.12221 	99.98725 
6317	髁	232	0.12221 	99.98726 
6318	領	232	0.12221 	99.98727 
6319	蚍	232	0.12221 	99.98728 
6320	怱	231	0.12169 	99.98730 
6321	阃	231	0.12169 	99.98731 
6322	溲	230	0.12116 	99.98732 
6323	匏	229	0.12063 	99.98733 
6324	桡	229	0.12063 	99.98734 
6325	狺	229	0.12063 	99.98736 
6326	鲢	228	0.12011 	99.98737 
6327	耨	228	0.12011 	99.98738 
6328	鋹	227	0.11958 	99.98739 
6329	煖	227	0.11958 	99.98740 
6330	豳	226	0.11905 	99.98742 
6331	傑	226	0.11905 	99.98743 
6332	燒	226	0.11905 	99.98744 
6333	舨	225	0.11853 	99.98745 
6334	缑	225	0.11853 	99.98746 
6335	猓	225	0.11853 	99.98748 
6336	愦	225	0.11853 	99.98749 
6337	蝾	225	0.11853 	99.98750 
6338	疋	225	0.11853 	99.98751 
6339	蹾	224	0.11800 	99.98752 
6340	榧	224	0.11800 	99.98753 
6341	搴	224	0.11800 	99.98755 
6342	洫	224	0.11800 	99.98756 
6343	蚜	224	0.11800 	99.98757 
6344	員	224	0.11800 	99.98758 
6345	荸	223	0.11747 	99.98759 
6346	磙	223	0.11747 	99.98761 
6347	釐	223	0.11747 	99.98762 
6348	坜	223	0.11747 	99.98763 
6349	粜	223	0.11747 	99.98764 
6350	螈	223	0.11747 	99.98765 
6351	轭	222	0.11695 	99.98766 
6352	踫	222	0.11695 	99.98768 
6353	绨	222	0.11695 	99.98769 
6354	摀	222	0.11695 	99.98770 
6355	庋	221	0.11642 	99.98771 
6356	抔	221	0.11642 	99.98772 
6357	珃	221	0.11642 	99.98773 
6358	詝	221	0.11642 	99.98775 
6359	計	220	0.11589 	99.98776 
6360	皲	220	0.11589 	99.98777 
6361	魚	220	0.11589 	99.98778 
6362	胝	220	0.11589 	99.98779 
6363	犼	219	0.11537 	99.98780 
6364	滹	219	0.11537 	99.98782 
6365	蕗	219	0.11537 	99.98783 
6366	铍	219	0.11537 	99.98784 
6367	麈	219	0.11537 	99.98785 
6368	邗	218	0.11484 	99.98786 
6369	跏	218	0.11484 	99.98787 
6370	锔	218	0.11484 	99.98788 
6371	蝣	218	0.11484 	99.98790 
6372	論	217	0.11431 	99.98791 
6373	習	217	0.11431 	99.98792 
6374	鲋	216	0.11378 	99.98793 
6375	誄	216	0.11378 	99.98794 
6376	寔	216	0.11378 	99.98795 
6377	網	216	0.11378 	99.98796 
6378	柙	216	0.11378 	99.98798 
6379	鸫	215	0.11326 	99.98799 
6380	罘	215	0.11326 	99.98800 
6381	浤	215	0.11326 	99.98801 
6382	獍	215	0.11326 	99.98802 
6383	硼	215	0.11326 	99.98803 
6384	疝	215	0.11326 	99.98804 
6385	勰	215	0.11326 	99.98805 
6386	鹾	214	0.11273 	99.98807 
6387	掛	214	0.11273 	99.98808 
6388	扃	214	0.11273 	99.98809 
6389	皤	214	0.11273 	99.98810 
6390	潲	214	0.11273 	99.98811 
6391	笥	214	0.11273 	99.98812 
6392	痋	214	0.11273 	99.98813 
6393	葸	214	0.11273 	99.98814 
6394	鲱	213	0.11220 	99.98816 
6395	旰	213	0.11220 	99.98817 
6396	燝	213	0.11220 	99.98818 
6397	賣	213	0.11220 	99.98819 
6398	溏	213	0.11220 	99.98820 
6399	險	213	0.11220 	99.98821 
6400	憶	213	0.11220 	99.98822 
6401	偾	212	0.11168 	99.98823 
6402	溽	212	0.11168 	99.98825 
6403	伲	211	0.11115 	99.98826 
6404	揎	211	0.11115 	99.98827 
6405	剞	210	0.11062 	99.98828 
6406	禮	210	0.11062 	99.98829 
6407	秾	210	0.11062 	99.98830 
6408	晳	210	0.11062 	99.98831 
6409	锗	210	0.11062 	99.98832 
6410	華	209	0.11010 	99.98833 
6411	悝	209	0.11010 	99.98835 
6412	漭	209	0.11010 	99.98836 
6413	痦	209	0.11010 	99.98837 
6414	寘	209	0.11010 	99.98838 
6415	屬	209	0.11010 	99.98839 
6416	狀	209	0.11010 	99.98840 
6417	桿	208	0.10957 	99.98841 
6418	嘏	208	0.10957 	99.98842 
6419	樛	208	0.10957 	99.98843 
6420	袢	208	0.10957 	99.98844 
6421	礻	208	0.10957 	99.98846 
6422	鳎	208	0.10957 	99.98847 
6423	嘆	208	0.10957 	99.98848 
6424	願	208	0.10957 	99.98849 
6425	昝	208	0.10957 	99.98850 
6426	咹	207	0.10904 	99.98851 
6427	滏	207	0.10904 	99.98852 
6428	釋	207	0.10904 	99.98853 
6429	薩	206	0.10852 	99.98854 
6430	廨	206	0.10852 	99.98855 
6431	觳	205	0.10799 	99.98856 
6432	璔	205	0.10799 	99.98858 
6433	綝	204	0.10746 	99.98859 
6434	戢	204	0.10746 	99.98860 
6435	桷	204	0.10746 	99.98861 
6436	舻	204	0.10746 	99.98862 
6437	黙	204	0.10746 	99.98863 
6438	郛	203	0.10694 	99.98864 
6439	羅	203	0.10694 	99.98865 
6440	彖	203	0.10694 	99.98866 
6441	袛	202	0.10641 	99.98867 
6442	裉	202	0.10641 	99.98868 
6443	買	202	0.10641 	99.98869 
6444	蓐	202	0.10641 	99.98870 
6445	脘	202	0.10641 	99.98871 
6446	疠	201	0.10588 	99.98872 
6447	艋	201	0.10588 	99.98874 
6448	嬲	200	0.10536 	99.98875 
6449	锜	200	0.10536 	99.98876 
6450	綎	200	0.10536 	99.98877 
6451	業	200	0.10536 	99.98878 
6452	獨	199	0.10483 	99.98879 
6453	郇	199	0.10483 	99.98880 
6454	粝	199	0.10483 	99.98881 
6455	參	198	0.10430 	99.98882 
6456	歷	198	0.10430 	99.98883 
6457	蠱	197	0.10378 	99.98884 
6458	厲	197	0.10378 	99.98885 
6459	鹩	197	0.10378 	99.98886 
6460	耜	197	0.10378 	99.98887 
6461	坼	196	0.10325 	99.98888 
6462	埕	196	0.10325 	99.98889 
6463	髮	196	0.10325 	99.98890 
6464	迴	196	0.10325 	99.98891 
6465	鹪	196	0.10325 	99.98892 
6466	栌	196	0.10325 	99.98893 
6467	紓	196	0.10325 	99.98894 
6468	陰	196	0.10325 	99.98895 
6469	砩	195	0.10272 	99.98896 
6470	尜	195	0.10272 	99.98897 
6471	宄	195	0.10272 	99.98898 
6472	瘊	195	0.10272 	99.98899 
6473	嫠	195	0.10272 	99.98901 
6474	蠓	195	0.10272 	99.98902 
6475	洳	195	0.10272 	99.98903 
6476	筥	194	0.10220 	99.98904 
6477	埒	194	0.10220 	99.98905 
6478	墁	194	0.10220 	99.98906 
6479	廝	194	0.10220 	99.98907 
6480	铊	194	0.10220 	99.98908 
6481	愔	194	0.10220 	99.98909 
6482	講	193	0.10167 	99.98910 
6483	锂	193	0.10167 	99.98911 
6484	脫	193	0.10167 	99.98912 
6485	蔟	192	0.10114 	99.98913 
6486	蹀	192	0.10114 	99.98914 
6487	剋	192	0.10114 	99.98915 
6488	颟	192	0.10114 	99.98916 
6489	劬	192	0.10114 	99.98917 
6490	濞	191	0.10062 	99.98918 
6491	飯	191	0.10062 	99.98919 
6492	飄	191	0.10062 	99.98920 
6493	曈	191	0.10062 	99.98921 
6494	醫	191	0.10062 	99.98922 
6495	誘	191	0.10062 	99.98923 
6496	鲎	190	0.10009 	99.98924 
6497	蠖	190	0.10009 	99.98925 
6498	悃	190	0.10009 	99.98926 
6499	祕	190	0.10009 	99.98927 
6500	係	190	0.10009 	99.98928 
6501	唣	190	0.10009 	99.98929 
6502	谮	190	0.10009 	99.98930 
6503	畀	189	0.09956 	99.98931 
6504	紛	189	0.09956 	99.98932 
6505	裒	189	0.09956 	99.98933 
6506	咥	189	0.09956 	99.98934 
6507	磾	188	0.09903 	99.98935 
6508	訞	188	0.09903 	99.98936 
6509	镲	187	0.09851 	99.98937 
6510	锝	187	0.09851 	99.98938 
6511	煩	187	0.09851 	99.98939 
6512	伕	187	0.09851 	99.98940 
6513	郫	187	0.09851 	99.98941 
6514	蚬	187	0.09851 	99.98942 
6515	淯	187	0.09851 	99.98943 
6516	邡	186	0.09798 	99.98944 
6517	奭	186	0.09798 	99.98945 
6518	嗍	186	0.09798 	99.98946 
6519	臜	186	0.09798 	99.98947 
6520	讚	186	0.09798 	99.98948 
6521	蟲	185	0.09745 	99.98949 
6522	頂	185	0.09745 	99.98950 
6523	螨	185	0.09745 	99.98951 
6524	阈	185	0.09745 	99.98952 
6525	赜	185	0.09745 	99.98952 
6526	組	185	0.09745 	99.98953 
6527	怍	185	0.09745 	99.98954 
6528	爌	184	0.09693 	99.98955 
6529	歲	184	0.09693 	99.98956 
6530	鳐	184	0.09693 	99.98957 
6531	鄣	184	0.09693 	99.98958 
6532	嚐	183	0.09640 	99.98959 
6533	敵	183	0.09640 	99.98960 
6534	陔	183	0.09640 	99.98961 
6535	歔	183	0.09640 	99.98962 
6536	遊	183	0.09640 	99.98963 
6537	狁	183	0.09640 	99.98964 
6538	拶	183	0.09640 	99.98965 
6539	擺	182	0.09587 	99.98966 
6540	汆	182	0.09587 	99.98967 
6541	矽	182	0.09587 	99.98968 
6542	觯	182	0.09587 	99.98969 
6543	鹣	181	0.09535 	99.98970 
6544	呣	181	0.09535 	99.98971 
6545	绹	181	0.09535 	99.98972 
6546	託	181	0.09535 	99.98973 
6547	卍	181	0.09535 	99.98974 
6548	卐	181	0.09535 	99.98975 
6549	涬	181	0.09535 	99.98976 
6550	肏	180	0.09482 	99.98977 
6551	呒	180	0.09482 	99.98977 
6552	袴	180	0.09482 	99.98978 
6553	钼	180	0.09482 	99.98979 
6554	磲	180	0.09482 	99.98980 
6555	颡	180	0.09482 	99.98981 
6556	勝	180	0.09482 	99.98982 
6557	湜	180	0.09482 	99.98983 
6558	顧	179	0.09429 	99.98984 
6559	皞	179	0.09429 	99.98985 
6560	換	179	0.09429 	99.98986 
6561	齮	179	0.09429 	99.98987 
6562	彈	178	0.09377 	99.98988 
6563	搛	178	0.09377 	99.98989 
6564	蝰	178	0.09377 	99.98990 
6565	冇	178	0.09377 	99.98991 
6566	眄	178	0.09377 	99.98992 
6567	慊	178	0.09377 	99.98993 
6568	劁	178	0.09377 	99.98993 
6569	畋	178	0.09377 	99.98994 
6570	棗	178	0.09377 	99.98995 
6571	肫	178	0.09377 	99.98996 
6572	貴	177	0.09324 	99.98997 
6573	夾	177	0.09324 	99.98998 
6574	崦	177	0.09324 	99.98999 
6575	幷	176	0.09271 	99.99000 
6576	慘	176	0.09271 	99.99001 
6577	陳	176	0.09271 	99.99002 
6578	瘋	176	0.09271 	99.99003 
6579	冏	176	0.09271 	99.99004 
